Event Name,Date Start,Date End,Country,City,Venue,Category,Focus Areas,Estimated Size,Ticket Type,Website URL,Source Platform,Notes
Morning Affair: Influence with edge,2026-07-23,2026-07-23,Singapore,Singapore,Holiday Inn Express & Suites Singapore Novena by IHG,Event,-,-,-,https://www.eventbrite.sg/e/morning-affair-influence-with-edge-tickets-1979840040858,Eventbrite,-
24 July 2026: Sexual Assault First Responder Training,2026-07-24,2026-07-24,Singapore,Singapore,Aware Centre,Event,-,-,-,https://www.eventbrite.sg/e/24-july-2026-sexual-assault-first-responder-training-tickets-1979963125006,Eventbrite,-
Pease Cafe: Rediscover Life's Meaning in Your Next Transition,2026-07-25,2026-07-25,Singapore,Singapore,Brahm Centre @ Newton L4,Event,-,-,-,https://www.eventbrite.sg/e/pease-cafe-rediscover-lifes-meaning-in-your-next-transition-tickets-1989737786281,Eventbrite,-
ARCHIDEX 2026,2026-07-29,2026-07-29,Malaysia,Kuala Lumpur,Kuala Lumpur Convention Centre,Event,-,-,-,https://www.eventbrite.sg/e/archidex-2026-tickets-1983054378027,Eventbrite,-
Masterclass: Risk Management in the AI Era,2026-07-30,2026-07-30,Malaysia,Kuala Lumpur,Le Méridien Putrajaya,Event,-,-,-,https://www.eventbrite.com/e/masterclass-risk-management-in-the-ai-era-tickets-1988381068301,Eventbrite,-
"BioTecnica 2026–Int Conf on Advances in Biological Science,06-07August, K L",2026-08-06,2026-08-07,Malaysia,Kuala Lumpur,Hotel Capitol Kuala Lumpur,Event,-,-,-,https://www.eventbrite.com/e/biotecnica-2026int-conf-on-advances-in-biological-science06-07august-k-l-tickets-1975918444257,Eventbrite,-
NextLevel CEO Programme with Heriot-Watt University Malaysia,2026-08-07,2026-08-07,Malaysia,Kuala Lumpur,Heriot-Watt University Malaysia Campus,Event,-,-,-,https://www.eventbrite.co.uk/e/nextlevel-ceo-programme-with-heriot-watt-university-malaysia-tickets-1988753435060,Eventbrite,-
Project Finance Modeling Training,2026-08-10,2026-08-12,Malaysia,Kuala Lumpur,JW Marriott Hotel Kuala Lumpur,Event,-,-,-,https://www.eventbrite.sg/e/project-finance-modeling-training-tickets-1976111969095,Eventbrite,-
PFD02: Financial Derivatives Part 2 Seminar Training Program,2026-08-13,2026-08-14,Singapore,Singapore,Sheraton Towers Singapore,Event,-,-,-,https://www.eventbrite.sg/e/pfd02-financial-derivatives-part-2-seminar-training-program-tickets-1006537098557,Eventbrite,-
Venture Capital Investing Masterclass,2026-08-17,2026-08-19,Singapore,Singapore,One Raffles Place,Event,-,-,-,https://www.eventbrite.sg/e/venture-capital-investing-masterclass-tickets-1976112394367,Eventbrite,-
DigiMarCon Southeast Asia 2026 - Digital Marketing Conference & Exhibition,2026-08-26,2026-08-27,Singapore,Singapore,"Four Points by Sheraton Singapore, Riverview",Event,-,-,-,https://www.eventbrite.com/e/digimarcon-southeast-asia-2026-digital-marketing-conference-exhibition-registration-1653315102979,Eventbrite,-
DigiMarCon Singapore 2026 - Digital Marketing Conference & Exhibition,2026-08-26,2026-08-27,Singapore,Singapore,"Four Points by Sheraton Singapore, Riverview",Event,-,-,-,https://www.eventbrite.com/e/digimarcon-singapore-2026-digital-marketing-conference-exhibition-registration-1653315092949,Eventbrite,-
PRM04: Credit Risk Management Seminar Training Program,2026-08-27,2026-08-28,Singapore,Singapore,Sheraton Towers Singapore,Event,-,-,-,https://www.eventbrite.sg/e/prm04-credit-risk-management-seminar-training-program-tickets-1654332134949,Eventbrite,-
"-2nd GPF Global Ports Leadership Program,  7-11 Sep, 2026, Dubai,  UAE",2026-09-07,2026-09-11,Singapore,Singapore,M Hotel Singapore City Centre,Event,-,-,-,https://www.eventbrite.sg/e/-2nd-gpf-global-ports-leadership-program-7-11-sep-2026-dubai-uae-tickets-649758223337,Eventbrite,-
Sustainable Philantrophy in Islamic Wealth Management,2026-09-09,2026-09-09,Malaysia,Kuala Lumpur,Wong Lu Peen & Tunku Alina,Event,-,-,-,https://www.eventbrite.com/e/sustainable-philantrophy-in-islamic-wealth-management-tickets-1989080949665,Eventbrite,-
PTF02: Shipping Financing Part I Seminar Training Program,2026-09-10,2026-09-11,Singapore,Singapore,Sheraton Towers Singapore,Event,-,-,-,https://www.eventbrite.sg/e/ptf02-shipping-financing-part-i-seminar-training-program-tickets-857848336467,Eventbrite,-
"9th GPF EW on Financing Port and Terminal Proj, 14-16 Sep 26, Dubai",2026-09-14,2026-09-16,Singapore,Singapore,M Hotel Singapore City Centre,Event,-,-,-,https://www.eventbrite.sg/e/9th-gpf-ew-on-financing-port-and-terminal-proj-14-16-sep-26-dubai-tickets-649764381757,Eventbrite,-
The Digital Economy Expo 2026,2026-09-15,2026-09-17,Singapore,Singapore,Marina Bay Sands Singapore,Event,-,-,-,https://www.eventbrite.com/e/bilhetes-the-digital-economy-expo-2026-1988937311038,Eventbrite,-
Asia Investment Conference 2026 | Investing in the age of AI,2026-09-17,2026-09-18,Singapore,Singapore,"Ballroom, Shangri-La Hotel Singapore",Event,-,-,-,https://www.eventbrite.com/e/asia-investment-conference-2026-investing-in-the-age-of-ai-tickets-1985118953227,Eventbrite,-
PCR10: Actively Managing Problem Loans Seminar Training Program,2026-10-01,2026-10-02,Singapore,Singapore,Sheraton Towers Singapore,Event,-,-,-,https://www.eventbrite.sg/e/pcr10-actively-managing-problem-loans-seminar-training-program-tickets-749724876287,Eventbrite,-
Token 2049  x Party Singapore,2026-10-02,2026-10-02,Singapore,Singapore,Minami,Event,-,-,-,https://www.eventbrite.com/e/token-2049-x-party-singapore-tickets-1643993050469,Eventbrite,-
Cash Flow and Working Capital Management,2026-10-05,2026-10-06,Singapore,Singapore,One Raffles Place,Event,-,-,-,https://www.eventbrite.sg/e/cash-flow-and-working-capital-management-tickets-1976827851318,Eventbrite,-
Media Accelerator & Startup Cohort,2026-10-07,2026-10-08,Singapore,Singapore,Singapore,Event,-,-,-,https://lu.ma/lgaeclvb,Luma,-
PTM03: Understanding Asset and Liability Management Seminar Training Prog,2026-10-08,2026-10-09,Singapore,Singapore,Sheraton Towers Singapore,Event,-,-,-,https://www.eventbrite.sg/e/ptm03-understanding-asset-and-liability-management-seminar-training-prog-tickets-893421506777,Eventbrite,-
PAU02: Specialist Treasury Audit Seminar Training Program,2026-10-14,2026-10-16,Singapore,Singapore,Sheraton Towers Singapore,Event,-,-,-,https://www.eventbrite.sg/e/pau02-specialist-treasury-audit-seminar-training-program-tickets-514545658917,Eventbrite,-
PCM01: Developing a Winning Cash Management Business Seminar Training Prog,2026-10-21,2026-10-22,Singapore,Singapore,Sheraton Towers Singapore,Event,-,-,-,https://www.eventbrite.sg/e/pcm01-developing-a-winning-cash-management-business-seminar-training-prog-tickets-1075494144939,Eventbrite,-
Effective Liquidity Risk Management,2026-10-27,2026-10-29,Singapore,Singapore,One Raffles Place,Event,-,-,-,https://www.eventbrite.sg/e/effective-liquidity-risk-management-tickets-1976833399914,Eventbrite,-
POD01: Organization Design and Development Seminar Training Program,2026-11-05,2026-11-06,Singapore,Singapore,Sheraton Towers Singapore,Event,-,-,-,https://www.eventbrite.sg/e/pod01-organization-design-and-development-seminar-training-program-tickets-1977705259670,Eventbrite,-
PRM02: Financial Market Risk Management Seminar Training Program,2026-11-12,2026-11-13,Singapore,Singapore,Sheraton Towers Singapore,Event,-,-,-,https://www.eventbrite.sg/e/prm02-financial-market-risk-management-seminar-training-program-tickets-1977705000896,Eventbrite,-
2026 2nd International Power and Sustainable Energy Technologies Conference,2026-11-13,2026-11-13,Singapore,Singapore,NTU Alumni House,Event,-,-,-,https://www.eventbrite.hk/e/2026-2nd-international-power-and-sustainable-energy-technologies-conference-tickets-1986874696703,Eventbrite,-
Harness the Power of AI in GxP - Singapore,2026-11-19,2026-11-20,Singapore,Singapore,Singapore,Event,-,-,-,https://www.eventbrite.com/e/harness-the-power-of-ai-in-gxp-singapore-tickets-1978447209863,Eventbrite,-
Saints Encore 2026,2026-11-28,2026-11-28,Singapore,Singapore,St Andrew's Junior College,Event,-,-,-,https://www.eventbrite.sg/e/saints-encore-2026-tickets-1988023570014,Eventbrite,-
"BioTecnica 2026–Int Conf on Advance in Bio- Science,08-09 Dec, Kuala Lumpur",2026-12-08,2026-12-09,Malaysia,Kuala Lumpur,Hotel Capitol Kuala Lumpur,Event,-,-,-,https://www.eventbrite.com/e/biotecnica-2026int-conf-on-advance-in-bio-science08-09-dec-kuala-lumpur-tickets-1535799761429,Eventbrite,-
12th International Conference on Mechanical Engineering and Automation Scie,2026-12-10,2026-12-13,Malaysia,Kuala Lumpur,Kuala Lumpur,Event,-,-,-,https://www.eventbrite.com/e/12th-international-conference-on-mechanical-engineering-and-automation-scie-tickets-1981275836361,Eventbrite,-
Aidil & Natasha Gender Reveal,2026-12-27,2026-12-27,Singapore,Singapore,Rainforest Wild ASIA,Event,-,-,-,https://www.eventbrite.com/e/aidil-natasha-gender-reveal-tickets-1983499093182,Eventbrite,-
"Traders Fair 2027 - Singapore, 27 MARCH (Financial Education Event)",2027-03-27,2027-03-27,Singapore,Singapore,Marina Bay Sands Expo & Convention Centre,Event,-,-,-,https://www.eventbrite.com/e/traders-fair-2027-singapore-27-march-financial-education-event-tickets-862918531557,Eventbrite,-
ADEX BIG BLUE LEGACY 33RD EDITION (SINGAPORE OCEAN WEEK 2027),2027-04-09,2027-04-09,Singapore,Singapore,Suntec Singapore Convention & Exhibition Centre,Event,-,-,-,https://www.eventbrite.sg/e/adex-big-blue-legacy-33rd-edition-singapore-ocean-week-2027-tickets-1988138858846,Eventbrite,-
PCR07: Senior Lender’s Programme Seminar Training Program,2027-04-20,2027-04-21,Singapore,Singapore,Sheraton Towers Singapore,Event,-,-,-,https://www.eventbrite.sg/e/pcr07-senior-lenders-programme-seminar-training-program-tickets-1075493272329,Eventbrite,-
PRM01: Enterprise Risk Management Seminar Training Program,2027-05-06,2027-05-07,Singapore,Singapore,Sheraton Towers Singapore,Event,-,-,-,https://www.eventbrite.sg/e/prm01-enterprise-risk-management-seminar-training-program-tickets-102662871412,Eventbrite,-
Learn Android Programming,2100-02-21,2100-02-21,Singapore,Singapore,Hotel Grand Central,Event,-,-,-,https://www.eventbrite.sg/e/learn-android-programming-tickets-93042886779,Eventbrite,-
