URL,Company Name,Company URL,Job Title,Description Summary,Skills,Compensation,Location,Employment Type,Experience Level,Department,Crypto Focus,Source,Date
https://bitso.com/jobs/7696485003?gh_jid=7696485003,Bitso,bitso.com,Senior Product Engineer - Guardians,"As a Senior Product Engineer at Bitso, you will work on meaningful challenges with real responsibility, contributing to the development of innovative crypto solutions. The role emphasizes ownership and the opportunity to make a significant impact.",,,Remote,Full-time,Senior,Engineering,Infrastructure,Jobs at Pantera Capital Companies | Pantera Capital,2026-04-11T00:25:45.000Z
https://www.revolut.com/en-US/careers/position/b2e7c31d-bd43-431c-961b-4be738f96cd5/,Revolut,revolut.com,Global Social Media Manager,"The Global Social Media Manager at Revolut will drive partnerships across social channels, executing high-impact campaigns and managing content for global events. The role requires a strong understanding of sports, entertainment, and finance to create engaging content that resonates with audiences.",Social Media Management; Content Creation; Analytics; Community Management; Digital Marketing; Brand Partnerships; Sprout; Meta Business Manager,,Remote,Full-time,Mid,Marketing,,Jobs | Paradigm Job Board,2026-04-11T00:19:25.000Z
https://boards.greenhouse.io/robinhood/jobs/7783116?t=gh_src=&gh_jid=7783116,Robinhood,robinhood.com,Manager of Global Mobility & Immigration,"The Manager of Global Mobility & Immigration will oversee Robinhood's immigration and relocation support initiatives, ensuring a high-quality experience for employees. This role involves managing compliance, building partnerships across teams, and scaling operations to meet the needs of a growing workforce.",U.S. immigration policy; project management; people management; cross-border talent movement; compliance management; relationship building; operational excellence; strategic recommendations; mentorship; program management,"$119,000 - $180,000 USD","Menlo Park, CA; New York, NY; Chicago, IL",Full-time,Senior,Operations,,Greenhouse: Robinhood,2026-04-10T20:06:00-04:00
https://www.revolut.com/en-US/careers/position/74ce4b95-5e40-48ee-98d0-8cc578b86597/,Revolut,revolut.com,FinCrime Analyst,"The FinCrime Analyst will conduct due diligence reviews and investigate alerts related to financial crime, ensuring compliance with legal and policy requirements. This role involves collaborating with various teams to resolve complex cases and improve procedures.",KYC; AML; Due Diligence; Data Analysis; Financial Crime Risk Assessment; Investigative Methodologies; Critical Thinking; Attention to Detail,,Remote,Full-time,Mid,Compliance,,Jobs | Paradigm Job Board,2026-04-11T00:04:25.000Z
https://jobs.ashbyhq.com/Notabene/43c9ebe2-f242-4df1-8e2d-bcd83c7a601a,Notabene,,Business Development Representative,,,,,,,,,Ashby: Notabene,2026-04-10T20:51:49.839+00:00
https://coinbase.getro.com/companies/wave-mobile-money-2/jobs/73949370-regional-lead-user-growth#content,Wave Mobile Money,wave.com,Regional Lead (User Growth),The Regional Lead (User Growth) will drive Wave's expansion by leading distribution activities and executing strategies to grow and retain the user base. The role focuses on increasing active usage of money transfers and bill payments.,User Growth; Market Expansion; Strategy Development; Data Analysis; Customer Retention,,"Niamey, Niger",Full-time,Mid,Sales & Business Development,Infrastructure,Jobs | Coinbase Job Board,2026-04-10T20:03:52.000Z
https://coinbase.getro.com/companies/wave-mobile-money-2/jobs/73949369-head-of-marketing#content,Wave Mobile Money,wavemoney.com,Head of Marketing,Wave Mobile Money is seeking a Head of Marketing to lead their marketing function and drive sustainable growth in Mali. The role involves owning the local marketing strategy and aligning it with business growth targets and brand ambitions.,Marketing Strategy; Brand Management; Digital Marketing; Market Research; Content Creation; Data Analysis; Social Media Marketing; Campaign Management,,"Bamako, Mali",Full-time,Senior,Marketing,Infrastructure,Jobs | Coinbase Job Board,2026-04-10T19:48:52.000Z
https://coinbase.getro.com/companies/wave-mobile-money-2/jobs/73949368-field-officer#content,Wave Mobile Money,wave.com,Field Officer,The Field Officer role at Wave Mobile Money involves supporting the company's mission to make Africa the first cashless continent by building financial services that are accessible and efficient. The position focuses on managing operations and enhancing user engagement in various regions.,,,Malawi,Full-time,Entry,Operations,Infrastructure,Jobs | Coinbase Job Board,2026-04-10T19:33:52.000Z
https://jobs.ashbyhq.com/mystenlabs/a4f2d0e6-9e87-44b1-90d9-388a88a7e78f,Mysten Labs,,Senior Data Scientist,,,,,,,,,Ashby: Mysten Labs,2026-04-10T19:24:36.831+00:00
https://careers.coindcx.com/careers?p=eyJwYWdlVHlwZSI6ICJqZCIsICJjdlNvdXJjZSI6ICJjYXJlZXJzIiwgInJlcUlkIjogMTU5NywgInJlcXVlc3RlciI6IHsiaWQiOiAiIiwgImNvZGUiOiAiIiwgIm5hbWUiOiAiIn0sICJwYWdlIjogImNhcmVlcnMiLCAiYnVmaWx0ZXIiOiAtMSwgImN1c3RvbUZpZWxkcyI6IHt9fQ==,CoinDCX,coindcx.com,Intern - Automation & Data Analyst,CoinDCX is seeking an intern for the Automation & Data Analyst role to help build the ecosystem of digital society. The position offers an opportunity to innovate and grow within a team focused on the future of Web3.,,,Remote,Internship,Entry,Engineering,Infrastructure,Jobs at Pantera Capital Companies | Pantera Capital,2026-04-10T18:58:36.000Z
https://jobs.ashbyhq.com/chainalysis-careers/118c59f7-4056-479f-a617-28e73817d66a?utm_source=jobs.paradigm.xyz,Chainalysis,,"Senior Finance Analyst, Product",,,,,,,,,Jobs | Paradigm Job Board,2026-04-10T18:51:46.000Z
https://boards.greenhouse.io/robinhood/jobs/7782697?t=gh_src=&gh_jid=7782697,Robinhood,robinhood.com,"Senior Software Engineer, AI Infrastructure","As a Senior Software Engineer on the AI Infrastructure team, you will design and maintain scalable systems for deploying and managing Machine Learning models. You will collaborate with ML practitioners to optimize workflows and contribute to the development of foundational systems that enhance model performance and observability.",Python; C++; TensorFlow; PyTorch; AWS; Ray; Kubeflow; SageMaker; Elasticsearch; ChromaDB,"$196,000 - $230,000 USD","Menlo Park, CA",Full-time,Mid,Engineering,,Greenhouse: Robinhood,2026-04-10T14:32:47-04:00
https://boards.greenhouse.io/robinhood/jobs/7805145?t=gh_src=&gh_jid=7805145,Robinhood,robinhood.com,"Senior Software Engineer, Streaming Platform","As a Senior Software Engineer on the Streaming Platform team, you will design and operate distributed data streaming platforms that scale to billions of events per day. You will collaborate with various teams to enhance the platform's reliability and developer experience.",Kafka; Flink; Debezium; Distributed Systems; Event-driven Architecture; Stream Processing; Software Engineering; Collaboration; Communication,"$196,000 - $230,000 USD","Bellevue, WA",Full-time,Senior,Engineering,,Greenhouse: Robinhood,2026-04-10T13:50:51-04:00
https://jobs.lever.co/anchorage/2241b52b-da64-4626-9abc-c8ff5fb58009,Anchorage Digital,anchorage.com,"Member of Product, Stablecoins Solutions",Anchorage Digital is seeking a Stablecoins Product Manager to define and scale institutional stablecoin products for cross-border settlement and USD liquidity. The role involves collaborating with engineering and compliance teams to deliver secure and compliant stablecoin infrastructure.,API design; payment rails; SQL; Python; Node; financial products; stablecoins; FX; capital markets; regulatory compliance,,Remote,Full-time,Senior,Product,Stablecoins,Lever: Anchorage Digital,2026-04-10T17:14:02.917Z
https://jobs.ashbyhq.com/Polymarket/46692e3d-2cf2-4c04-823f-488fd8a8598d,Polymarket,,Head of People,,,,,,,,,Ashby: Polymarket,2026-04-10T16:52:08.623+00:00
https://www.coinbase.com/careers/positions/7793903?gh_jid=7793903,Coinbase,coinbase.com,"Accounting Manager, Crypto Assets","Coinbase is seeking a highly motivated Accounting Manager to join their team, responsible for reconciling and analyzing platform data and ensuring internal controls are in place. The role requires a strong background in accounting, particularly within the fintech industry, and a focus on process improvement.",CPA; Accounting; Financial Analysis; Microsoft Excel; Process Improvement; Audit Support; Fintech; Public Accounting; Operational Processes,"$166,345 - $195,700 USD",Remote,Full-time,Senior,Finance,Infrastructure,Greenhouse: Coinbase,2026-04-10T11:23:13-04:00
https://www.coinbase.com/careers/positions/7807664?gh_jid=7807664,Coinbase,coinbase.com,Senior Software Engineer - Data Platform,"The Senior Software Engineer on the Data Platform team will design, build, and operate foundational data-heavy services, including storage, orchestration, and processing systems. The role involves creating scalable data pipelines and ensuring data security and observability.",Python; Go; Java; Airflow; Spark; SQL; Kafka; data warehousing; data lakes; data security,"$186,065 - $218,900 USD",Remote,Full-time,Senior,Engineering,Infrastructure,Greenhouse: Coinbase,2026-04-10T11:04:04-04:00
https://job-boards.greenhouse.io/luno/jobs/7790531,Luno,luno.com,Software Engineer - Web,Luno is seeking a Software Engineer - Web to join their team. The role involves building and maintaining web applications to enhance user experience.,,,Remote,Full-time,Mid,Engineering,Infrastructure,Greenhouse: Luno,2026-04-10T10:10:25-04:00
https://job-boards.eu.greenhouse.io/bitpanda/jobs/4838261101,Bitpanda,bitpanda.com,Senior Offensive Security Engineer,"The Senior Offensive Security Engineer will lead penetration tests, identify and exploit vulnerabilities, and influence security architecture at Bitpanda. The role involves collaborating with engineering and product teams to enhance security practices across the software development lifecycle.",penetration testing; application security; API security; infrastructure security; threat modeling; OSCP; OSWE; GPEN; exploit development; vulnerability assessment,,"Vienna, Austria",Full-time,Senior,Engineering,Security,Greenhouse: Bitpanda,2026-04-10T09:57:00-04:00
https://job-boards.greenhouse.io/okx/jobs/7696290003,OKX,okx.com,Overseas Operations Manager (P2P),"The Overseas Operations Manager (P2P) at OKX will drive strategic growth and operational excellence in key overseas markets, focusing on P2P market mechanics and merchant ecosystem dynamics. The role requires hands-on experience in P2P operations and the ability to formulate expansion strategies while ensuring operational efficiency.",P2P operations; crypto; Web3; data analysis; cross-functional collaboration; merchant onboarding; regional payment systems; liquidity dynamics; competitive intelligence,,Remote,Full-time,Senior,Operations,Trading,Greenhouse: OKX,2026-04-10T09:17:11-04:00
https://complyadvantage.com/careers/jobs/8501343002?gh_jid=8501343002,ComplyAdvantage,complyadvantage.com,Business Development Representative,The Business Development Representative role at ComplyAdvantage focuses on driving growth and expanding the company's reach in financial crime risk management. The position involves engaging with potential clients and promoting the company's AI-driven solutions.,,,Remote,Full-time,Entry,Sales,,Greenhouse: ComplyAdvantage,2026-04-10T06:28:35-04:00
https://jobs.lever.co/moonpay/9d92f0f4-5ec3-4134-8c69-078b5357ec91,MoonPay,moonpay.com,"Director / Sr. Director, Trust & Safety",The Director/Sr. Director of Trust & Safety will lead efforts to ensure platform integrity across MoonPay's products. This role involves managing global teams and collaborating with various departments to implement strategies that protect users and enhance operational efficiency using AI.,Fraud Prevention; Risk Management; AI; Machine Learning; KYC; Compliance; Data Analysis; Incident Management; Operational Excellence; Product Development,,New York,Full-time,Senior,Operations,Infrastructure,Lever: MoonPay,2026-04-10T10:13:05.646Z
https://jobs.lever.co/moonpay/9d92f0f4-5ec3-4134-8c69-078b5357ec91,MoonPay,moonpay.com,"Director / Sr. Director, Trust & Safety",The Director/Sr. Director of Trust & Safety will lead efforts to ensure platform integrity across MoonPay's products. This role involves managing global teams and collaborating with various departments to implement strategies that protect users and enhance operational efficiency using AI.,Fraud Prevention; Risk Management; AI; Machine Learning; KYC; Compliance; Data Analysis; Incident Management; Operational Excellence; Product Development,,New York,Full-time,Senior,Operations,Infrastructure,Lever: MoonPay,2026-04-10T10:13:05.646Z
https://jobs.ashbyhq.com/trust-wallet/e1910730-eb4f-43f0-962b-97f8b26529d7,Trust Wallet,,Technical Customer Support Specialist,,,,,,,,,Ashby: Trust Wallet,2026-04-10T10:09:06.217+00:00
https://jobs.lever.co/moonpay/41c20f1b-db1f-49ae-a9d3-00df386a605f,MoonPay,moonpay.com,Human Resources Administrator (12 month FTC),"MoonPay is seeking a detail-oriented HR Admin to support the employee lifecycle, including onboarding and offboarding processes. The role involves managing employee inquiries through Jira, maintaining HR data accuracy, and contributing to process improvements.",Jira; Workday; ADP; data management; process optimization; AI; employee onboarding; compliance; problem-solving,,Remote,Contract,Mid,People Operations,Infrastructure,Lever: MoonPay,2026-04-10T10:02:11.957Z
https://jobs.lever.co/moonpay/41c20f1b-db1f-49ae-a9d3-00df386a605f,MoonPay,moonpay.com,Human Resources Administrator (12 month FTC),"MoonPay is seeking a detail-oriented HR Admin to support the employee lifecycle, including onboarding and offboarding processes. The role involves managing employee inquiries through Jira, maintaining HR data accuracy, and contributing to process improvements.",Jira; Workday; ADP; data management; process optimization; AI; employee onboarding; compliance; problem-solving,,Remote,Contract,Mid,People Operations,Infrastructure,Lever: MoonPay,2026-04-10T10:02:11.957Z
https://jobs.lever.co/moonpay/41c20f1b-db1f-49ae-a9d3-00df386a605f,MoonPay,moonpay.com,Human Resources Administrator (12 month FTC),"MoonPay is seeking a detail-oriented HR Admin to support the employee lifecycle, including onboarding and offboarding processes. The role involves managing employee inquiries through Jira, maintaining HR data accuracy, and contributing to process improvements.",Jira; Workday; ADP; data management; process optimization; AI; employee onboarding; compliance; problem-solving,,Remote,Contract,Mid,People Operations,Infrastructure,Lever: MoonPay,2026-04-10T10:02:11.957Z
https://www.revolut.com/en-US/careers/position/2fda7b9d-5d79-44bb-a89a-e690a16f8bf8/,Revolut,revolut.com,Head of Wealth & Trading,"The Head of Wealth & Trading will lead the strategy and operations for Revolut's wealth and trading services, ensuring compliance with regulations and driving business growth. This role involves overseeing product development, governance, and risk management while engaging with regulators and leading a local team.",financial regulations; wealth management; trading strategy; risk management; P&L management; regulatory compliance; product strategy; customer proposition; stakeholder engagement; digital finance,,Remote,Full-time,Senior,Finance,,Jobs | Paradigm Job Board,2026-04-10T09:48:44.000Z
https://job-boards.greenhouse.io/okx/jobs/7695999003,OKX,okx.com,"Head of Compliance & MLRO, Eurasia","The Head of Compliance & MLRO will lead the compliance program at OKX, ensuring adherence to regulatory requirements and developing a comprehensive compliance framework. The role involves engaging with regulatory bodies, overseeing AML/CFT duties, and fostering a strong compliance culture within the organization.",AML; KYC; Compliance Framework Development; Transaction Monitoring; Blockchain Analytics; Regulatory Engagement; Risk Assessment; Financial Crime Prevention; Sanctions Screening; Leadership,,Remote,Full-time,Senior,Compliance,Infrastructure,Greenhouse: OKX,2026-04-10T05:03:18-04:00
https://job-boards.greenhouse.io/okx/jobs/7695999003,OKX,okx.com,"Head of Compliance & MLRO, Eurasia","The Head of Compliance & MLRO will lead the compliance program at OKX, ensuring adherence to regulatory requirements and developing a comprehensive compliance framework. The role involves engaging with regulatory bodies, overseeing AML/CFT duties, and fostering a strong compliance culture within the organization.",AML; KYC; Compliance Framework Development; Transaction Monitoring; Blockchain Analytics; Regulatory Engagement; Risk Assessment; Financial Crime Prevention; Sanctions Screening; Leadership,,Remote,Full-time,Senior,Compliance,Infrastructure,Greenhouse: OKX,2026-04-10T05:03:18-04:00
https://jobs.lever.co/binance/794c927c-50f8-48c4-9d01-87b5436e81e5,Binance,binance.com,Growth Manager - Africa,"The Growth Manager for Africa will lead lifecycle marketing efforts, focusing on user activation, retention, and growth across the African region. The role involves developing marketing strategies, managing user lifecycle metrics, and collaborating with stakeholders to localize global initiatives.",CRM; lifecycle management; email marketing; A/B testing; data analysis; user segmentation; campaign management; user retention; growth strategies; behavioral gamification,,Remote,Full-time,Mid,Marketing,Trading,Binance,2026-04-10T08:00:54.000Z
https://trustswap.com/jobs/Head_of_Web3_Engineering_Architecture.pdf?utm_source=Avalanche+job+board&utm_medium=getro.com&gh_src=Avalanche+job+board,TrustSwap,trustswap.com,Head of Web3 Engineering & Architecture,The Head of Web3 Engineering & Architecture will lead the development of innovative blockchain solutions and oversee the engineering team. This role requires extensive experience in Web3 technologies and a strong understanding of decentralized applications.,Web3; Blockchain; Smart Contracts; Ethereum; JavaScript; Node.js; Solidity; Architecture; DevOps; Agile,,Remote,Full-time,Senior,Engineering,Infrastructure,Jobs | Avalanche Job Board,2026-04-10T07:17:17.000Z
https://www.revolut.com/en-US/careers/position/36f124e4-f715-41be-b5fb-4a002e588860/,Revolut,revolut.com,Localisation Specialist (Translator) - Finnish,The Localisation Specialist will ensure that Revolut's content is accurately translated and culturally relevant for Finnish-speaking customers. Responsibilities include quality checks on localised content and optimising existing materials.,Finnish; English; copywriting; proofreading; fintech; time management; communication; critical thinking,"PLN8,200 - PLN9,100 gross monthly, €2,000 - €2,200 gross monthly",Remote,Full-time,Mid,Communications,,Jobs | Paradigm Job Board,2026-04-10T07:04:55.000Z
https://www.revolut.com/en-US/careers/position/b195b9c7-b517-4068-b9a4-f816f1c8b1f9/,Revolut,revolut.com,Information Security Manager (Crypto),"The Information Security Manager will oversee Revolut's IT and information security operations, focusing on risk assessments, compliance with regulatory standards, and managing security incidents. This role requires expertise in crypto environments and a proactive approach to security management.",InfoSec; IT operations; cybersecurity; compliance; DORA; MICA; PSD2; CISSP; CISM; penetration testing,,Remote,Full-time,Senior,Engineering,Security,Jobs | Paradigm Job Board,2026-04-10T06:49:55.000Z
https://jobs.solana.com/companies/flipside-2-6790c3b8-90a0-436f-924c-be1514cfd654/jobs/73871025-enterprise-solutions-strategist#content,Flipside,flipside.com,Enterprise Solutions Strategist,"The Enterprise Solutions Strategist will work closely with the CEO to build enterprise relationships and close deals, focusing on consultative selling rather than product selling. The role involves navigating complex organizations and translating technical solutions into commercial proposals.",AI; data pipelines; cloud infrastructure; enterprise sales; consultative selling; technical account management; proposal drafting; contract navigation; relationship building; deal structuring,"Competitive base salary, meaningful early-stage equity, and a variable component tied directly to the deals you close.","Boston, MA, USA · Remote",Full-time,Mid,Sales,Infrastructure,Jobs | Solana Network Opportunities Job Board,2026-04-10T05:38:12.000Z
https://jobs.lever.co/binance/60353b1e-55ac-44a5-8448-858fb1703ea0,Binance,binance.com,"Senior Data Scientist (Content, Feeds, Recommendation)","As a Senior Data Scientist, you will leverage large-scale data and machine learning infrastructure to develop data products for millions of users. You will collaborate with engineers and product managers to create solutions that enhance user experience and drive business impact.",Machine Learning; PyTorch; TensorFlow; Data Analysis; Recommendation Systems; KYC; Anti-Money Laundering; Data-driven Strategy; Computer Vision; Applied Mathematics,,Remote,Full-time,Senior,Engineering,Infrastructure,Binance,2026-04-10T05:26:04.000Z
https://jobs.lever.co/binance/044d292f-a98d-48d4-9aad-77f2354619ae,Binance,binance.com,Senior Automation QA Engineer / SDET (Python),"Binance is seeking an experienced QA Engineer to drive and support integration testing of their backend software. The role involves designing tests, developing scripts, and improving the integration framework for automation.",Python; Bash; UNIX; Linux; API testing; Database testing; Integration testing; Automation; CI/CD; Scripting,,Remote,Full-time,Mid/Senior,Engineering,Infrastructure,Binance,2026-04-10T05:11:04.000Z
https://jobs.multicoin.capital/companies/blackbird-labs-2/jobs/73863838-field-operations-contractor-hamptons#content,Blackbird Labs,blackbirdlabs.com,Field Operations Contractor - Hamptons,"The Field Operations Contractor will support the rollout of Blackbird's platform in the Hamptons, coordinating on-site installations and training restaurant staff. The role requires strong communication skills and a background in hospitality or restaurant operations.",hospitality; restaurant operations; tech-savvy; troubleshooting; communication; customer support; installation; training,USD 25-30 / hour,"Hamptons, NY, USA",Contract,Entry,Operations,,Jobs | Multicoin Capital Job Board,2026-04-10T05:08:12.000Z
https://jobs.lever.co/binance/1b22a8d7-81a6-49e9-8e6d-cd45a4323845,Binance,,Frontend Engineer - Payment Tech,,,,,,,,,Binance,2026-04-10T05:07:54.000Z
https://jobs.avax.network/companies/aave/jobs/73888438-staff-ios-engineer#content,Aave,aave.com,Staff iOS Engineer,"The Staff iOS Engineer will lead the development of the Aave mobile app, focusing on building secure and intuitive user experiences. The role involves collaborating with design and engineering teams to integrate blockchain functionalities and optimize app performance.",UIKit; Swift; Blockchain; Mobile Architecture; Transaction Signing; Gas Estimation; Secure Storage; Encryption; User Data Management,,"New York, USA",Full-time,Senior,Engineering,DeFi,Jobs | Avalanche Job Board,2026-04-10T04:52:22.000Z
https://jobs.lever.co/binance/0ecaf6af-d7e8-4de3-a12c-079a9b40f397,Binance,binance.com,Senior QA Engineer - Cloud (Java Coding),"The Senior QA Engineer will develop comprehensive automation test cases and ensure high-quality product delivery. Responsibilities include analyzing product defects, conducting root cause analysis, and enhancing testing processes.",Java; SQL; QA Automation; Backend Testing; Root Cause Analysis; Functional Testing; Web Testing; Mobile Testing,,Remote,Full-time,Senior,Engineering,Infrastructure,Binance,2026-04-10T04:49:41.000Z
https://jobs.avax.network/companies/aave/jobs/73888430-growth-relations-manager-liquidity#content,Aave,aave.com,"Growth Relations Manager, Liquidity",The Growth Relations Manager will drive liquidity growth on Aave by managing relationships with high-value liquidity providers and crafting tailored value propositions. This role requires a blend of relationship management and on-chain fluency to convert pipeline into total value locked (TVL).,on-chain data; capital markets; institutional BD; DeFi; relationship management; data-driven analysis; yield optimization; liquidity provision; networking; strategic outreach,,"New York, USA",Full-time,Mid,Sales & Business Development,DeFi,Jobs | Avalanche Job Board,2026-04-10T04:37:22.000Z
https://jobs.lever.co/binance/6cf5d920-36eb-4ebb-a789-4381461d8de3,Binance,binance.com,Binance Accelerator Program - AI Engineering,"The Binance Accelerator Program offers early career talent an immersive experience in the Web3 space, focusing on AI-related components and model performance optimization. Interns will collaborate with various teams to implement AI solutions for business scenarios.",Python; PyTorch; TensorFlow; API design; service development; Prompt Engineering; AIGC; Docker; Kubernetes; Linux,,Remote,Internship,Entry,Engineering,Infrastructure,Binance,2026-04-10T04:31:18.000Z
https://jobs.avax.network/companies/aave/jobs/73888434-sales-engineer#content,Aave,aave.com,Sales Engineer,"The Sales Engineer at Aave Labs will act as a technical advisor to partners, facilitating their integration with Aave’s infrastructure. This role involves designing scalable technical solutions, supporting pre-integration scoping, and ensuring smooth deployment and performance.",Solidity; Rust; Solutions Architecture; Blockchain Development; Technical Communication; Integration Design; Proofs of Concept; SDK Development,,"New York, NY, USA",Full-time,Mid,Sales & Business Development,DeFi,Jobs | Avalanche Job Board,2026-04-10T04:22:22.000Z
https://jobs.ashbyhq.com/polygon-labs/b1b2e5f6-b75b-49a6-984f-17e856d49ec4,Polygon Labs,,"Senior Partner Manager, Payments",,,,,,,,,Ashby: Polygon Labs,2026-04-10T03:58:46.338+00:00
https://jobs.lever.co/binance/97b01aae-f5dc-489a-9683-e9858adca807,Binance,binance.com,Quantitative Developer - Java,"The Quantitative Developer will engage in the full software development lifecycle, collaborating with teams to enhance trading models and improve trading system infrastructure. The role requires strong technical skills and experience in Java applications.",Java; multi-threading; event processing; REST; algorithmic trading; software design; software architecture; enterprise integration patterns,,Remote,Full-time,Mid,Engineering,Trading,Binance,2026-04-10T03:54:46.000Z
https://www.linkedin.com/jobs/view/growth-associate-assets-chains-at-aave-labs-4396357574?utm_source=Avalanche+job+board&utm_medium=getro.com&gh_src=Avalanche+job+board,Aave Labs,aave.com,"Growth Associate, Assets & Chains","Aave Labs is seeking a Growth Associate to drive asset listings and expand Aave across new chains. The role involves sourcing opportunities, managing the business development pipeline, and leading negotiations with asset issuers and chain foundations.",Business Development; DeFi; Token Incentives; Negotiation; Ecosystem Analysis; Market Research; Partnerships; Commercial Proposals,,"New York, United States",Full-time,Entry,Business Development,DeFi,Jobs | Avalanche Job Board,2026-04-10T03:52:22.000Z
https://www.coinbase.com/careers/positions/7800408?gh_jid=7800408,Coinbase,coinbase.com,Staff Accountant - India Exchange,"Coinbase is seeking a highly motivated Staff Accountant for the India Exchange to manage month-end and quarter-end close processes, prepare financial statements, and ensure compliance with local GAAP. The role involves collaboration with various finance teams and requires strong accounting skills.",Accounting; GAAP; Financial Reporting; Variance Analysis; Reconciliations; Tax Reporting; Financial Analytics; Liquidity Management,"₹2,755,300 INR",Remote - India,Full-time,Mid,Finance,Infrastructure,Greenhouse: Coinbase,2026-04-09T23:46:55-04:00
https://jobs.lever.co/binance/df5c52ee-4900-44e4-9e08-c96d671aae4b,Binance,binance.com,Senior Frontend Engineer - Cloud,"The Senior Frontend Engineer will design, develop, and maintain frontend applications for exchange platforms, ensuring optimal user experience. The role involves collaborating with design, backend, and product teams to translate business requirements into actionable frontend solutions.",JavaScript; NodeJS; React; Vue; Ethers.js; Web3.js; ESbuild; Webpack; Parcel; Vite,,Remote,Full-time,Senior,Engineering,DeFi,Binance,2026-04-10T03:36:33.000Z
https://jobs.lever.co/binance/e6c900a5-9dde-4b90-b6aa-b787a4cdd528,Binance,binance.com,Binance Accelerator Program - Post-Quantum Cryptography Researcher,The role involves conducting research on post-quantum cryptographic protocols and collaborating with senior researchers to implement findings in practical applications. Candidates will also have opportunities for networking and professional development within the Web3 space.,Cryptography; Post-Quantum Signatures; MPC; Threshold Protocols; Rust; C++; Python,,Remote,Internship,Entry,Data & Research,Security,Binance,2026-04-10T03:18:20.000Z
https://jobs.lever.co/ethena/176c192e-500d-43dd-9936-1064c682cb08,Ethena,ethena.com,Senior Enterprise Account Executive,Ethena is seeking a Senior Enterprise Account Executive to drive sales and close new business in the compliance training sector. The ideal candidate will have experience navigating complex sales processes and a proven track record of exceeding sales quotas.,Salesforce; SaaS; Enterprise Sales; B2B Sales; Negotiation; Relationship Management; Strategic Outreach; Pipeline Management,,Remote,Full-time,Senior,Sales,,Lever: Ethena,2026-04-10T00:48:07.207Z
https://www.revolut.com/en-US/careers/position/353e22f6-ed0a-4652-991d-202e15777a6e/,Revolut,,Software Engineer (Python) - Credit,,,,,,,,,Jobs | Paradigm Job Board,2026-04-10T00:28:39.000Z
https://bitso.com/jobs/7695187003?gh_jid=7695187003,Bitso,bitso.com,Software Engineer - Latam,"As a Software Engineer at Bitso, you will work on meaningful challenges with real responsibility, contributing to the development of crypto-related products and services. The role emphasizes ownership and the opportunity to make a significant impact.",,,Remote,Full-time,Mid,Engineering,Infrastructure,Jobs at Pantera Capital Companies | Pantera Capital,2026-04-10T00:11:21.000Z
https://jobs.ashbyhq.com/Phantom/3d6cb7ad-68f1-47ff-b794-3bcf88d31670,Phantom,,Recruiting Operations & Sourcing Contractor,,,,,,,,,Ashby: Phantom,2026-04-09T21:22:44.948+00:00
https://jobs.ashbyhq.com/Polymarket/c5b8da5e-2b01-4092-abb1-a42c24a3be82,Polymarket,,AI Ops Specialist,,,,,,,,,Ashby: Polymarket,2026-04-09T21:22:15.458+00:00
https://jobs.ashbyhq.com/Stacks/72cb2d48-9fc0-40e6-b5ac-191baad866c1,Stacks,,Implementation Engineer,,,,,,,,,Ashby: Stacks,2026-04-09T21:19:43.737+00:00
https://job-boards.greenhouse.io/bitgo/jobs/8500948002,BitGo,bitgo.com,Senior Software Engineer - HSM,The Senior Software Engineer - HSM role at BitGo involves developing and maintaining hardware security modules. The position requires expertise in secure software development and cryptographic protocols.,,,,,,Engineering,,Greenhouse: BitGo,2026-04-09T16:27:31-04:00
https://jobs.solana.com/companies/anchorage-digital/jobs/73852504-member-of-revenue-strategy-operations-salesforce-architect#content,Anchorage Digital,anchorage.com,"Member of Revenue Strategy & Operations, Salesforce Architect","As a Salesforce Architect at Anchorage Digital, you will lead the architectural roadmap for the firm's Revenue Engine, ensuring robust and compliant systems design. The role requires bridging complex financial workflows with scalable solutions while driving strategic initiatives in a high-compliance environment.",Salesforce; Systems Architecture; DevOps; KYC; AML; NetSuite; Data Modeling; Compliance; Technical Governance; Programmatic Automation,,United States,Full-time,Senior,Sales & Business Development,Infrastructure,Jobs | Solana Network Opportunities Job Board,2026-04-09T20:27:27.000Z
https://jobs.solana.com/companies/sphere-2-616d53dc-510a-46c7-a2a6-e569d8c70b50/jobs/73842436-mid-senior-software-engineer-sdet#content,Sphere,sphere.com,Mid - Senior Software Engineer (SDET),The Mid - Senior Software Engineer (SDET) at Sphere will own the release process and shape the CI/CD pipeline while collaborating with engineering to create thorough test cases. The role involves building and maintaining automated test suites and raising the testing standards across the engineering team.,CI/CD; GitHub Actions; TypeScript; GCP; automated testing; API testing; payments products; KYC; KYB; test automation,,Remote,Full-time,Mid,Engineering,Infrastructure,Jobs | Solana Network Opportunities Job Board,2026-04-09T20:12:27.000Z
https://jobs.ashbyhq.com/Polymarket/b63172a6-aa8b-4e5c-a834-f971d2516fee,Polymarket,,Head of Markets,,,,,,,,,Ashby: Polymarket,2026-04-09T20:01:00.317+00:00
